Наименование товара,Токенизированное наименование,Единица измерения,Цена в чеке,Кол-во единиц,Дата,Регион,kkt,ОКАТО,Товар представитель,Объем,Требуемая упаковка,Цена за требуемую упаковку,Факт упаковка
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,56.9,0.384,2019-01-27,"Саратовская область, г Энгельс",a19ce0da18bea8b378a2f05829f0c57a,63250501000,Бананы,0.38,1,56.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,63.9,0.99,2019-01-27,"Нижегородская область, р-н Вознесенский, рп Вознесенское",a75824a37fefb589d06104c4bbc2fbbe,22219551000,Бананы,0.99,1,63.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,58.9,2.05,2019-01-27,"Тамбовская область, г Тамбов",0deca810437c5b5abd473546921fde82,68401000000,Бананы,2.05,1,58.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,58.9,1.494,2019-01-27,"Тамбовская область, г Тамбов",0deca810437c5b5abd473546921fde82,68401000000,Бананы,1.49,1,58.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,74.9,1.254,2019-01-27,"Краснодарский край, Сочи г",41c50f59cf5b4eca130e54c7bd938e0a,03426000000,Бананы,1.25,1,74.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,74.9,0.734,2019-01-27,"Краснодарский край, Сочи г",41c50f59cf5b4eca130e54c7bd938e0a,03426000000,Бананы,0.73,1,74.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,74.9,0.866,2019-01-27,"Краснодарский край, Сочи г",41c50f59cf5b4eca130e54c7bd938e0a,03426000000,Бананы,0.87,1,74.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,74.9,0.932,2019-01-27,"Краснодарский край, Сочи г",41c50f59cf5b4eca130e54c7bd938e0a,03426000000,Бананы,0.93,1,74.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,74.9,1.128,2019-01-27,"Краснодарский край, Сочи г",41c50f59cf5b4eca130e54c7bd938e0a,03426000000,Бананы,1.13,1,74.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,74.9,0.48,2019-01-27,"Краснодарский край, Сочи г",41c50f59cf5b4eca130e54c7bd938e0a,03426000000,Бананы,0.48,1,74.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,56.9,1.252,2019-01-27,"Владимирская область, г Муром",3eec540fecdba768c9f6361185108cfa,17435000000,Бананы,1.25,1,56.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,56.9,0.98,2019-01-27,"Владимирская область, г Муром",3eec540fecdba768c9f6361185108cfa,17435000000,Бананы,0.98,1,56.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,56.9,1.182,2019-01-27,"Владимирская область, г Муром",3eec540fecdba768c9f6361185108cfa,17435000000,Бананы,1.18,1,56.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,61.8,1.028,2019-01-27,"Липецкая область, г Елец",70c7d2c47d0f0f6ad4dcf3d99dcd565e,42415000000,Бананы,1.03,1,61.8,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,61.8,0.456,2019-01-27,"Липецкая область, г Елец",70c7d2c47d0f0f6ad4dcf3d99dcd565e,42415000000,Бананы,0.46,1,61.8,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,61.9,0.4,2019-01-27,"Кировская область, г Киров, п Костино",68759b7f09a48214393aee25813e3c41,33401364028,Бананы,0.4,1,61.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,61.9,0.992,2019-01-27,"Кировская область, г Киров, п Костино",68759b7f09a48214393aee25813e3c41,33401364028,Бананы,0.99,1,61.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,59.9,0.164,2019-01-27,"Владимирская область, г Владимир",8d2e3b65f570443f50aba949f83f4edc,17401000000,Бананы,0.16,1,59.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,59.9,0.996,2019-01-27,"Владимирская область, г Владимир",8d2e3b65f570443f50aba949f83f4edc,17401000000,Бананы,1.0,1,59.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,59.9,2.204,2019-01-27,"Владимирская область, г Владимир",8d2e3b65f570443f50aba949f83f4edc,17401000000,Бананы,2.2,1,59.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,64.9,1.128,2019-01-27,"Тверская область, г Вышний Волочек",08cc938da19d4619d8aa9b4996eaf651,28414000000,Бананы,1.13,1,64.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,61.09,0.942,2019-01-27,"Тверская область, г Вышний Волочек",08cc938da19d4619d8aa9b4996eaf651,28414000000,Бананы,0.94,1,61.09,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,64.9,6.465,2019-01-27,"Тверская область, г Вышний Волочек",08cc938da19d4619d8aa9b4996eaf651,28414000000,Бананы,6.46,1,64.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,72.9,0.816,2019-01-27,"Нижегородская область, р-н Павловский, рп Тумботино",ce3bc86f78a948792401410b8ff2274a,22242555000,Бананы,0.82,1,72.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,61.4,1.182,2019-01-27,"Нижегородская область, р-н Павловский, рп Тумботино",ce3bc86f78a948792401410b8ff2274a,22242555000,Бананы,1.18,1,61.4,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,72.9,1.756,2019-01-27,"Нижегородская область, р-н Павловский, рп Тумботино",ce3bc86f78a948792401410b8ff2274a,22242555000,Бананы,1.76,1,72.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,72.9,0.584,2019-01-27,"Нижегородская область, р-н Павловский, рп Тумботино",ce3bc86f78a948792401410b8ff2274a,22242555000,Бананы,0.58,1,72.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,69.9,0.458,2019-01-27,"Нижегородская область, р-н Пильнинский, рп Пильна",4cb71f3e3356a369af93b104d5761edd,22245551000,Бананы,0.46,1,69.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,69.9,0.45,2019-01-27,"Нижегородская область, г. Нижний Новгород",5a1949b722672892effbc8c7cf8a7b59,22401000000,Бананы,0.45,1,69.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,54.9,0.176,2019-01-27,"Ленинградская область, Всеволожский р-н, Им Морозова пгт",0239447d99920a98d140080fcb016767,41212563000,Бананы,0.18,1,54.9,1.0
БАНАНЫ (цена за 1кг),бананы цена за 1 кг,кг,54.9,0.388,2019-01-27,"Ленинградская область, Всеволожский р-н, Им Морозова пгт",0239447d99920a98d140080fcb016767,41212563000,Бананы,0.39,1,54.9,1.0
